movie_id,genre_id
109443,35
2022,35
2022,10749
37686,53
37686,878
37686,9648
462,18
9919,35
9919,10749
187017,80
187017,35
187017,28
628,27
628,10749
10201,35
302699,28
302699,35
9441,18
9441,10749
274167,35
224141,14
224141,35
224141,10402
388,80
388,18
388,53
2112,18
2112,28
2112,53
2112,80
10329,28
10329,12
10329,18
10329,9648
10329,878
10329,53
74465,18
74465,35
74465,10751
13811,28
13811,12
13811,18
13811,9648
13811,878
13811,53
6877,35
10320,18
10320,27
10320,53
50646,35
50646,18
50646,10749
8920,16
8920,35
8920,10751
13673,35
13673,10751
60308,18
6950,28
6950,18
6950,878
6950,53
225574,28
225574,53
225574,9648
13836,12
13836,10751
13836,14
13836,878
13836,53
13836,28
752,28
752,53
752,14
6038,28
6038,12
6038,35
6038,37
9975,12
9975,16
9975,35
9975,10751
11451,35
11451,10751
11451,12
11451,14
11451,10749
12103,53
60304,14
60304,27
60304,28
2251,53
2251,18
46529,28
46529,53
46529,878
46529,12
231,18
231,53
300671,28
300671,18
300671,36
300671,53
300671,10752
228326,10749
228326,16
228326,12
228326,35
228326,10751
228326,14
9754,53
66,80
66,18
66,53
4421,28
4421,18
2649,18
2649,53
2649,9648
588,27
588,9648
10393,35
71552,35
9631,28
9631,12
9631,80
9631,18
9631,9648
9631,53
216282,28
216282,53
306,28
306,35
306,80
928,35
928,27
928,14
205587,18
6623,28
6623,53
1577,27
1577,28
1577,878
9801,35
9801,10749
2116,53
2116,80
2116,18
9624,28
9624,53
14199,12
14199,10751
14199,878
1907,18
1907,12
1907,10749
1907,53
4599,18
4599,35
4599,10749
22832,28
22832,80
22832,53
10390,18
10390,10749
9879,18
9879,53
9879,80
38579,10751
38579,35
44603,18
44603,14
11892,80
11892,18
11892,53
9691,28
9691,12
9691,80
9691,53
1248,80
1248,18
1248,53
12220,35
12220,18
12220,10749
72710,28
72710,12
72710,10749
72710,878
72710,53
10782,28
10782,18
10782,9648
10782,53
10782,80
9573,80
9573,18
9573,9648
9573,53
4959,18
4959,53
4959,80
10061,28
10061,12
10061,878
10061,53
10386,12
10386,16
10386,10751
10386,14
10386,878
421,12
421,35
421,18
316152,10752
316152,28
316152,18
316152,36
316152,53
11615,18
11615,53
11615,80
13498,35
13498,28
241554,28
241554,80
241554,18
241554,9648
241554,53
2252,53
2252,80
2252,9648
11968,28
11968,53
11968,12
11968,80
10047,12
10047,18
10047,28
10047,36
10047,10752
38319,35
69668,18
69668,53
69668,9648
9770,28
9770,18
9770,53
11212,28
11212,12
11212,35
11212,10751
10533,18
10533,36
10533,10749
38363,18
38363,53
9923,28
9923,80
11863,28
11863,53
11863,9648
11863,10749
18501,28
18501,53
18501,878
109491,14
109491,18
109491,10749
9275,35
9275,80
9275,18
9275,53
329833,35
12634,35
12634,80
10416,35
10416,18
10416,10749
10416,878
47327,14
47327,53
47327,28
47327,80
15268,28
15268,12
15268,878
15268,53
10796,28
10796,878
10796,53
9548,28
9548,35
9548,53
9548,80
9548,9648
18947,18
18947,35
1900,53
1900,18
1900,80
89,12
89,28
96724,18
96724,10749
198184,80
198184,28
198184,878
9481,18
9481,9648
9481,53
9481,80
4547,80
4547,18
4547,53
53953,27
6415,28
6415,12
6415,35
181283,80
181283,53
9896,12
9896,35
167,18
167,878
11232,35
11232,14
11232,10749
11232,878
1636,14
1636,35
1636,10749
2148,10402
2148,18
2148,80
2148,10749
5176,37
260346,53
260346,28
1389,10749
1389,35
1389,80
9894,35
9894,18
9894,53
7504,18
8592,12
8592,28
8592,35
8592,53
8592,80
913,18
913,80
913,10749
11091,35
11091,18
11091,10749
1368,28
1368,12
1368,53
1368,10752
593,18
593,878
593,12
593,9648
5393,16
5393,35
5393,10751
5393,14
5393,878
9095,18
9095,27
9095,53
9095,10749
8874,35
8874,10749
11467,35
11467,10749
320,80
320,9648
320,53
199,878
199,28
199,12
199,53
20533,28
20533,37
20533,18
20533,14
20533,53
10684,18
10684,53
10684,9648
10684,10752
1624,35
325789,80
325789,18
325789,53
113464,18
113464,36
113464,10752
888,14
888,35
888,10751
82675,28
82675,80
82675,53
4256,35
1493,35
1493,80
1493,28
88751,28
88751,878
88751,12
88751,35
88751,10751
11130,35
11130,18
11130,10751
11130,10749
9944,18
9944,9648
9944,53
9944,80
10731,18
10731,53
10731,80
10731,9648
7350,18
7350,35
9869,18
9869,28
9869,53
9869,80
4379,10749
4379,35
146233,18
146233,53
146233,80
2034,28
2034,80
2034,18
2034,53
926,35
926,10751
926,878
4248,35
64328,35
64328,10751
64328,10402
36647,27
36647,28
7214,18
1537,28
1537,12
1537,80
1537,53
9360,12
9360,27
9360,53
6282,35
508,35
508,10749
508,18
9487,12
9487,16
9487,35
9487,10751
768,27
768,9648
768,53
2636,28
2636,53
10478,35
10478,18
10478,10749
27983,35
27983,18
27983,10751
9981,10749
9981,35
9981,10751
7453,12
7453,35
7453,10751
7453,878
15045,35
15045,18
15045,10751
7737,27
7737,28
7737,878
232672,35
17379,12
17379,35
17379,18
8987,28
8987,12
8987,80
8987,53
11359,12
11359,10751
11359,14
82525,80
82525,18
82525,53
9759,28
9759,12
9759,80
9759,53
9486,12
9486,28
9486,35
9906,14
9906,12
9906,16
9906,35
9906,10751
841,28
841,878
841,12
4688,12
4688,18
4688,10402
4688,10749
4148,18
4148,10749
2207,28
2207,12
2207,80
2207,53
9381,28
9381,12
9381,878
9381,53
9625,28
9625,12
9625,80
9625,18
9625,53
9304,35
9304,14
9304,878
20856,12
20856,35
20856,10751
20856,14
20856,878
5955,80
5955,18
5955,9648
5955,53
9899,35
9899,10402
9826,12
9826,28
21355,18
21355,10749
21355,37
10858,36
10858,18
11439,53
11439,9648
9457,12
9457,28
9457,27
9457,878
12412,18
12412,10752
1494,28
1494,18
1494,14
13184,28
13184,80
13184,53
2185,28
2185,35
2185,53
6639,18
6639,10749
38153,28
38153,53
58233,80
58233,12
58233,28
58233,35
58233,53
116977,16
116977,28
116977,35
116977,10751
68734,18
68734,53
5503,12
5503,28
5503,53
5503,80
5503,9648
27573,28
819,80
819,18
819,53
1369,28
1369,12
1369,53
1369,10752
9623,18
9623,53
10895,16
10895,10751
10935,28
10935,18
10935,36
10935,37
834,14
834,28
834,878
834,53
228066,18
228066,878
228066,53
711,18
10468,35
10468,18
10027,28
10027,80
11812,10749
11812,35
37233,18
37233,9648
37233,53
37950,18
27582,28
27582,53
27582,80
64688,28
64688,35
64688,80
509,10749
509,35
509,18
7443,16
7443,35
7443,10751
5966,35
5966,10749
11066,35
11066,10749
136795,28
136795,35
136795,80
8095,18
8095,36
8095,10749
87826,35
11560,18
11560,9648
11560,53
11560,80
25189,35
25189,18
25189,10749
2637,18
2637,27
2637,9648
18480,35
709,12
709,28
709,53
49730,14
49730,53
49730,27
2749,28
2749,80
2749,53
9607,12
9607,35
9607,10751
9607,14
1830,80
1830,18
1830,53
79,18
79,12
79,28
79,36
54054,28
54054,35
54054,80
228967,28
228967,35
46528,12
46528,14
46528,28
46528,37
46528,53
27936,28
27936,35
27936,80
65,18
280391,12
280391,35
280391,16
9476,12
9476,18
9476,10749
9476,28
10610,53
10610,14
10610,28
10610,35
745,9648
745,53
745,18
49527,28
49527,53
49527,80
73937,35
1885,18
168672,18
168672,80
18240,35
18240,10749
18240,18
10398,80
10398,18
10398,9648
10398,53
165,12
165,35
165,10751
165,878
240832,28
240832,878
216015,18
216015,10749
216015,53
12279,28
12279,12
12279,35
12279,10751
12279,878
1645,80
1645,18
1645,53
11007,35
193756,28
193756,18
193756,53
193756,10752
11287,35
259693,27
37799,18
10184,35
10184,10749
10184,18
4257,35
4234,27
4234,9648
196,12
196,35
196,10751
196,878
257091,35
6114,10749
6114,27
24803,10749
24803,18
109410,18
1213,53
1213,80
1213,18
100042,35
9036,12
9036,18
9036,10751
257211,35
323675,28
323675,35
9361,28
9361,12
9361,18
9361,36
9361,10749
9361,10752
1677,18
1677,10402
187,28
187,53
187,80
7461,18
7461,28
7461,53
7461,80
16538,35
9889,35
9889,10749
820,18
820,53
820,36
11565,35
11565,80
6073,28
6073,35
6073,80
6073,10749
16996,35
193610,35
193610,10749
19912,27
19912,9648
296098,53
296098,18
8007,28
8007,18
8007,53
8007,10752
32823,35
4380,18
4380,10749
4380,35
11551,35
11551,12
11551,14
11551,878
11551,28
10336,28
10336,12
10336,14
10336,27
10336,878
10336,53
11362,28
11362,12
11362,18
11362,53
50348,80
50348,18
50348,53
48138,28
48138,9648
48138,53
1124,18
1124,9648
1124,53
227159,35
68179,16
68179,35
68179,12
68179,10751
68179,878
1579,28
1579,12
1579,18
1579,53
